24,50,75,100,126,151,176,201,226,252,277,294,327,353,378,400,428,442,478,504,
25,50,75,100,126,151,176,201,226,251,277,302,327,352,378,404,428,453,478,503,
25,50,75,100,125,150,176,201,226,251,277,302,327,353,370,403,427,453,478,504,
25,44,75,100,125,151,176,201,227,251,277,302,328,353,378,403,428,445,479,503,
25,50,74,100,117,151,172,194,226,251,277,302,327,353,378,403,428,445,478,503,
24,50,75,99,121,151,176,201,226,252,277,302,327,352,378,403,428,453,478,503,
25,50,75,98,125,132,176,201,226,251,277,301,328,345,366,403,424,453,478,503,
25,50,75,100,119,151,176,198,226,239,277,298,328,351,378,403,420,453,478,496,
24,50,75,100,125,151,176,201,227,252,277,302,327,353,378,403,428,453,478,504,
24,50,75,100,125,151,176,201,226,251,277,302,328,353,378,403,428,453,478,503,
24,50,75,100,126,151,176,201,226,251,277,302,324,353,377,403,428,453,478,504,
25,50,75,100,126,151,176,201,226,252,277,303,328,353,378,403,428,453,478,503,
25,50,75,100,126,151,176,201,226,251,277,302,328,353,378,403,428,453,470,503,
25,50,75,93,125,151,176,201,227,251,276,302,328,353,378,403,427,453,479,503,
25,50,75,100,126,151,176,197,226,252,276,295,327,346,365,403,428,453,478,504,
25,50,75,100,125,151,176,201,226,251,277,302,328,352,378,403,423,440,478,504,
25,50,75,100,125,151,175,201,226,251,277,302,327,353,373,403,429,453,478,503,
16,50,75,100,125,151,168,201,227,252,277,302,328,353,378,403,428,445,478,503,
25,50,75,100,126,150,176,201,226,251,277,293,327,353,377,402,428,453,478,503,
24,50,75,100,125,151,176,180,226,251,276,303,328,352,378,403,428,453,478,504,
Avg:
97318290,94524218,77,97320548,53750708,97320598,97388642,53738773,226,94524421,276,723,349,91817219,97320824,195379694,96513377,96513411,1727,96512989,
