24,50,63,100,125,151,176,201,226,251,277,302,327,352,377,402,428,452,478,502,
25,50,75,100,125,151,176,196,226,251,277,302,327,352,377,403,427,453,478,504,
25,50,75,100,125,151,158,179,218,247,273,295,327,338,378,402,427,447,478,503,
25,50,75,93,125,150,176,201,226,251,276,302,326,352,377,396,427,452,478,503,
24,50,75,100,126,151,176,201,226,251,276,302,327,352,377,402,428,452,478,503,
25,49,75,101,125,151,176,201,226,251,276,301,327,352,377,402,428,452,477,503,
25,50,75,100,125,151,176,201,226,251,276,302,327,352,377,402,427,452,478,502,
25,50,74,100,125,151,176,201,226,251,276,301,327,353,377,402,423,453,478,486,
25,50,75,100,125,151,176,201,226,251,277,289,327,352,377,403,428,445,458,503,
25,50,75,100,125,151,175,201,226,251,276,302,327,352,377,403,428,452,478,503,
25,50,75,100,125,150,176,201,226,251,277,302,327,352,377,402,427,452,478,502,
24,50,75,100,125,151,176,201,226,251,276,301,327,346,377,402,427,452,477,503,
24,50,74,87,122,148,176,198,226,244,258,296,327,351,377,402,421,453,478,496,
25,50,75,100,125,151,176,201,226,250,277,301,327,352,371,389,428,452,478,503,
25,50,75,101,125,150,176,201,226,251,276,301,327,352,377,403,427,452,478,503,
25,50,75,100,125,151,176,201,226,251,276,302,327,353,377,402,427,452,478,503,
24,50,75,100,125,151,176,201,226,251,276,302,326,352,377,402,428,452,478,503,
25,50,75,100,125,150,176,201,226,251,277,302,327,352,378,403,427,452,472,503,
24,50,75,100,125,151,176,201,220,251,276,302,327,352,378,402,427,444,477,503,
25,50,75,100,125,150,176,201,226,252,277,302,327,352,377,403,427,453,478,503,
Avg:
97320502,94522635,77,97318338,128,267,97320687,53738773,226,94522839,275,420148,349,91817218,97318616,195379692,96513377,96513412,1726,96512988,
