App,Package,Start Time,Duration,Filename
"<System>",,"Sep 3, 2013 @ 11:34:02 AM","4 min 27 sec","Trepn_2013.09.03_113402.db"

Time  [ms],"Percent Battery Remaining [%]",Time  [ms],"Battery Status",Time  [ms],"Battery Power [uW]",Time  [ms],"CPU Load [%]",Time  [ms],"Normalized CPU Load [%]",Time  [ms],"CPU0 - Frequency [kHz]",Time  [ms],"CPU1 - Frequency [kHz]",Time  [ms],"Application State",Description,
134250,24,134243,0,135706,0,135703,63,135701,30,135704,1512000,135697,1512000,134686,109,E-Kindlesession1,
134298,24,134284,0,135817,13977,135814,36,135807,12,135815,1026000,135798,1026000,134787,109,E-Kindlesession1,
134419,24,134384,0,135910,453046,135907,72,135903,26,135908,1026000,135898,1512000,134938,109,E-Kindlesession1,
134490,24,134485,0,136227,1364415,136223,0,136220,42,136224,1512000,136213,1512000,135252,109,E-Kindlesession1,
134608,24,134585,0,136267,1909667,136263,93,136239,75,136264,1512000,136228,1512000,135281,109,E-Kindlesession1,
134690,24,134686,0,136285,1893268,136281,100,136279,95,136282,1512000,136269,1512000,135290,109,E-Kindlesession1,
134791,24,134786,0,136321,1498494,136314,80,136308,75,136319,1512000,136300,1512000,135302,109,E-Kindlesession1,
134943,24,134937,0,136415,1294933,136410,75,136408,73,136413,1242000,136401,1512000,135394,109,E-Kindlesession1,
135152,24,135151,0,136515,245292,136513,34,136509,26,136513,1512000,136501,1512000,135502,109,E-Kindlesession1,
135276,24,135251,0,136618,592730,136610,42,136608,35,136615,1512000,136601,1026000,135594,109,E-Kindlesession1,
135285,24,135280,0,136713,120825,136709,0,136707,13,136709,1512000,136702,1026000,135697,109,E-Kindlesession1,
135297,24,135289,0,136847,186132,136844,58,136840,14,136844,1026000,136808,1026000,135798,109,E-Kindlesession1,
135313,24,135301,0,136915,85115,136912,50,136909,26,136913,1026000,136904,1512000,135898,109,E-Kindlesession1,
135405,24,135392,0,137035,708199,137032,83,137017,26,137033,1512000,137005,1026000,136214,109,E-Kindlesession1,
135519,24,135496,0,137272,520782,137269,0,137266,24,137270,1026000,137243,1026000,136229,109,E-Kindlesession1,
135598,24,135593,0,137287,0,137283,37,137281,31,137284,1026000,137274,1026000,136270,109,E-Kindlesession1,
135701,24,135696,0,137361,662424,137354,46,137322,8,137355,1026000,137313,1026000,136301,109,E-Kindlesession1,
135807,24,135797,0,137427,545815,137424,40,137422,31,137425,1026000,137414,1026000,136401,109,E-Kindlesession1,
135904,24,135897,0,137532,0,137528,0,137524,14,137529,1026000,137515,1026000,136403,110,S-FacebookSession1,
136221,24,136213,0,137654,595003,137651,58,137645,19,137651,1026000,137614,1026000,136502,110,S-FacebookSession1,
136240,24,136228,0,137728,401776,137725,58,137722,40,137726,1026000,137715,1350000,136602,110,S-FacebookSession1,
136279,24,136267,0,137824,160600,137822,48,137820,26,137822,1512000,137815,1026000,136702,110,S-FacebookSession1,
136309,24,136300,0,137926,279733,137924,54,137922,32,137924,1242000,137916,1026000,136809,110,S-FacebookSession1,
136408,24,136400,0,138265,1089150,138263,0,138261,54,138263,1512000,138227,1512000,136904,110,S-FacebookSession1,
136509,24,136500,0,138277,1060011,138275,50,138273,58,138275,1512000,138266,1512000,137006,110,S-FacebookSession1,
136609,24,136601,0,138297,1100935,138290,60,138284,50,138291,1512000,138278,1512000,137243,110,S-FacebookSession1,
136707,24,136701,0,138331,783281,138328,60,138325,60,138328,1242000,138319,1134000,137274,110,S-FacebookSession1,
136841,24,136803,0,138429,346895,138427,31,138425,26,138427,1512000,138419,1026000,137314,110,S-FacebookSession1,
136910,24,136903,0,138530,351891,138527,44,138525,43,138528,1512000,138520,1026000,137414,110,S-FacebookSession1,
137031,24,137004,0,138631,922286,138629,58,138627,47,138629,1512000,138621,1512000,137515,110,S-FacebookSession1,
137267,24,137242,0,138739,508945,138736,51,138733,49,138737,1026000,138725,1458000,137615,110,S-FacebookSession1,
137282,24,137273,0,138835,531623,138832,39,138830,31,138833,1026000,138822,1026000,137715,110,S-FacebookSession1,
137323,24,137313,0,138954,0,138949,0,138946,17,138950,1026000,138928,1026000,137816,110,S-FacebookSession1,
137422,24,137413,0,139264,1381181,139261,0,139259,44,139262,1512000,139251,1512000,137916,110,S-FacebookSession1,
137525,24,137513,0,139308,1772735,139305,90,139301,100,139306,1512000,139265,1512000,138227,110,S-FacebookSession1,
137645,24,137614,0,139319,1707542,139317,100,139315,88,139317,1512000,139309,1512000,138267,110,S-FacebookSession1,
137723,24,137714,0,139348,1428096,139345,75,139343,76,139346,1512000,139331,1512000,138278,110,S-FacebookSession1,
